Player,Pitcher,T,PA,AB,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SH,SF,IBB,HBP,GIDP,Current Tm,Player-additional
Jose Abreu,Shane Bieber,R,15,15,5,3,0,0,1,0,2,0.333,0.333,0.533,0.867,0,0,0,0,1,CLE,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=bieber000sha&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Drew Hutchison,R,12,11,1,0,0,0,0,1,1,0.091,0.167,0.091,0.258,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=hutchi002and&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Brad Keller,R,11,11,4,0,0,1,3,0,1,0.364,0.364,0.636,1,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=keller000bra&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Triston McKenzie,R,10,9,4,0,0,0,1,1,2,0.444,0.5,0.444,0.944,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=mckenz000tri&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Brady Singer,R,10,10,3,0,0,1,3,0,1,0.3,0.3,0.6,0.9,0,0,0,0,0,KCR,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=singer000bra&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Zack Greinke,R,9,9,1,1,0,0,0,0,2,0.111,0.111,0.222,0.333,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=greink001don&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Daniel Lynch IV,L,9,8,3,0,0,0,0,1,1,0.375,0.444,0.375,0.819,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=lynch-005dan&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Cal Quantrill,R,9,8,3,1,0,0,1,0,0,0.375,0.444,0.5,0.944,0,0,0,1,0,COL,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=quantr000cal&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Josh Winder,R,9,8,3,2,0,0,1,0,1,0.375,0.444,0.625,1.069,0,0,0,1,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=winder000jos&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Dylan Bundy,R,8,7,2,0,0,1,2,1,1,0.286,0.375,0.714,1.089,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=bundy-000dyl&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Eduardo Rodríguez,L,8,7,1,0,0,0,1,1,1,0.143,0.25,0.143,0.393,0,0,0,0,1,ARI,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=rodrig006edu&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Scott Barlow,R,7,6,2,0,0,0,0,1,3,0.333,0.429,0.333,0.762,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=barlow000sco&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Jason Foley,R,7,7,5,0,0,0,1,0,1,0.714,0.714,0.714,1.429,0,0,0,0,0,DET,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=foley-000jas&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Bailey Ober,R,7,6,0,0,0,0,0,1,1,0,0.143,0,0.143,0,0,0,0,0,MIN,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=ober--000bai&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Kris Bubic,L,6,5,2,1,0,0,0,1,1,0.4,0.5,0.6,1.1,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=bubic-000kri&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Nestor Cortes,L,6,6,1,0,0,1,3,0,4,0.167,0.167,0.667,0.833,0,0,0,0,0,NYY,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=cortes000nes&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Kevin Gausman,R,6,5,1,0,0,0,0,1,0,0.2,0.333,0.2,0.533,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=gausma001kev&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Jonathan Heasley,R,6,6,2,1,0,0,2,0,1,0.333,0.333,0.5,0.833,0,0,0,0,1,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=heasle000jon&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Griffin Jax,R,6,5,3,1,0,0,0,1,0,0.6,0.667,0.8,1.467,0,0,0,0,1,MIN,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=jax---000gri&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Jordan Lyles,R,6,5,1,0,0,0,0,1,0,0.2,0.333,0.2,0.533,0,0,0,0,0,KCR,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=lyles-001jor&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Matt Manning,R,6,5,1,0,0,0,1,0,2,0.2,0.167,0.2,0.367,0,1,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=mannin002mat&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Nick Pivetta,R,6,6,3,1,0,1,2,0,2,0.5,0.5,1.167,1.667,0,0,0,0,0,BOS,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=pivett000nic&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Zach Plesac,R,6,6,1,1,0,0,0,0,0,0.167,0.167,0.333,0.5,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=plesac000zac&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Framber Valdez,L,6,5,1,0,0,0,0,1,3,0.2,0.333,0.2,0.533,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=valdez005fra&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Jhoan Durán,R,5,5,2,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0,0,0,0,0,MIN,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=duran-000jho&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Logan Gilbert,R,5,4,1,1,0,0,0,0,2,0.25,0.4,0.5,0.9,0,0,0,1,0,SEA,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=gilber000log&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Sonny Gray,R,5,4,3,0,0,0,1,0,0,0.75,0.8,0.75,1.55,0,0,0,1,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=gray--001son&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Garrett Hill,R,5,4,1,1,0,0,2,1,0,0.25,0.4,0.5,0.9,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=hill--008gar&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Alex Lange,R,5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,DET,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=lange-000ale&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Konnor Pilkington,L,5,5,1,0,0,1,2,0,2,0.2,0.2,0.8,1,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=pilkin000kon&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Drew Rasmussen,R,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=rasmus000dre&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Tarik Skubal,L,5,5,2,2,0,0,2,0,2,0.4,0.4,0.8,1.2,0,0,0,0,0,DET,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=skubal000tar&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Trevor Stephan,R,5,5,1,0,0,0,0,0,3,0.2,0.2,0.2,0.4,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=stepha000tre&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Justin Verlander,R,5,5,3,1,0,0,2,0,0,0.6,0.6,0.8,1.4,0,0,0,0,1,HOU,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=verlan001jus&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Spenser Watkins,R,5,4,2,1,0,0,0,0,1,0.5,0.6,0.75,1.35,0,0,0,1,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=watkin000spe&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Tyler Alexander,L,4,4,2,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0,0,TBD,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=alexan000tyl&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Chris Archer,R,4,2,1,0,0,0,0,2,0,0.5,0.75,0.5,1.25,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=archer001chr&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Emmanuel Clase,R,4,4,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=clase-000emm&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Dylan Coleman,R,4,2,1,0,0,0,0,2,0,0.5,0.75,0.5,1.25,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=colema000dyl&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Michael Fulmer,R,4,2,1,0,0,0,0,1,0,0.5,0.75,0.5,1.25,0,0,1,1,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=fulmer002mic&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Mychal Givens,R,4,3,0,0,0,0,0,1,2,0,0.25,0,0.25,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=givens001myc&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Tanner Houck,R,4,2,1,1,0,0,2,2,0,0.5,0.75,1,1.75,0,0,0,0,0,BOS,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=houck-000tan&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Michael Lorenzen,R,4,4,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=lorenz001mic&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Emilio Pagán,R,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CIN,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=pagan-000emi&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Aaron Sanchez,R,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=sanche001aar&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Bryan Shaw,R,4,3,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=shaw--001bry&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Gregory Soto,L,4,4,1,0,0,0,0,0,2,0.25,0.25,0.25,0.5,0,0,0,0,0,PHI,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=soto--001gre&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Ross Stripling,R,4,3,2,0,0,0,0,1,0,0.667,0.75,0.667,1.417,0,0,0,0,0,OAK,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=stripl000tho&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Dillon Tate,R,4,4,2,0,0,0,1,0,0,0.5,0.5,0.5,1,0,0,0,0,0,BAL,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=tate--000dil&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Keegan Thompson,R,4,4,1,0,0,0,0,0,1,0.25,0.25,0.25,0.5,0,0,0,0,1,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=thomps000kee&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Austin Voth,R,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SEA,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=voth--000aus&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Bryan Baker,R,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=baker-000bry&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Matt Barnes,R,3,2,1,1,0,0,1,1,0,0.5,0.667,1,1.667,0,0,0,0,0,WSN,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=barnes001mat&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Matt Brash,R,3,3,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,SEA,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=brash-001mat&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Beau Brieske,R,3,3,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=briesk000bea&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Diego Castillo,R,3,2,0,0,0,0,0,1,1,0,0.333,0,0.333,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=castil000die&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Luis Castillo,R,3,3,1,0,0,0,1,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,SEA,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=castil013lui&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Aaron Civale,R,3,3,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,TBD,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=civale000aar&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Gerrit Cole,R,3,2,0,0,0,0,0,1,0,0,0.333,0,0.333,0,0,0,0,0,NYY,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=cole--001ger&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Jharel Cotton,R,3,3,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=cotton000jha&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,José Cuas,R,3,3,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,CHC,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=cuas--000jos&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Yu Darvish,R,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDP,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=darvis001yu-&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Zach Davies,R,3,2,1,0,0,0,0,1,1,0.5,0.667,0.5,1.167,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=davies000zac&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Enyel De Los Santos,R,3,2,0,0,0,0,0,0,1,0,0.333,0,0.333,0,0,0,1,0,SDP,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=deloss000eny&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Tyler Duffey,R,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=duffey000tyl&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Dane Dunning,R,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=dunnin000dan&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Scott Effross,R,3,2,1,0,0,0,1,1,0,0.5,0.667,0.5,1.167,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=effros000sco&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Nathan Eovaldi,R,3,2,1,0,0,0,1,0,0,0.5,0.333,0.5,0.833,0,1,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=eovald001nat&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Kyle Freeland,L,3,2,0,0,0,0,0,1,0,0,0.333,0,0.333,0,0,0,0,0,COL,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=freela000kyl&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Hunter Gaddis,R,3,3,2,1,0,0,1,0,0,0.667,0.667,1,1.667,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=gaddis000hun&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Luis García Jr.,R,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=garcia020lui&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Tony Gonsolin,R,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=gonsol000ant&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Marco Gonzales,L,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,PIT,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=gonzal013mar&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Jon Gray,R,3,2,1,0,0,0,0,1,0,0.5,0.667,0.5,1.167,0,0,0,0,0,TEX,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=gray--001jon&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Kyle Hendricks,R,3,3,2,0,0,1,1,0,0,0.667,0.667,1.667,2.333,0,0,0,0,0,CHC,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=hendri001kyl&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Tommy Henry,L,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=henry-002tom&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Sam Hentges,L,3,3,1,1,0,0,1,0,1,0.333,0.333,0.667,1,0,0,0,0,0,CLE,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=hentge000sam&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Raisel Iglesias,R,3,1,0,0,0,0,1,1,0,0,0.667,0,0.667,0,0,0,1,0,ATL,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=iglesi000rai&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Cole Irvin,L,3,2,1,1,0,0,1,0,0,0.5,0.667,1,1.667,0,0,0,1,0,BAL,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=irvin-000col&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Cristian Javier,R,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=javier000cri&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Joe Jiménez,R,3,3,3,1,0,1,4,0,0,1,1,2.333,3.333,0,0,0,0,0,ATL,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=jimene002joe&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,James Kaprielian,R,3,3,1,0,0,0,1,0,0,0.333,0.333,0.333,0.667,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=kaprie000jam&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Merrill Kelly,R,3,2,0,0,0,0,0,1,1,0,0.333,0,0.333,0,0,0,0,0,ARI,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=kelly-003ken&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Dean Kremer,R,3,3,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,BAL,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=kremer000dea&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Chad Kuhl,R,3,2,1,0,0,0,0,1,0,0.5,0.667,0.5,1.167,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=kuhl--000cha&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Jonathan Loáisiga,R,3,3,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,0,0,NYY,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=loaisi002jon&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Alek Manoah,R,3,3,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,TOR,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=manoah000ale&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Germán Márquez,R,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=marque000ger&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Adrián Martínez,R,3,2,2,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=martin005adr&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Shane McClanahan,L,3,3,2,0,0,1,1,0,0,0.667,0.667,1.667,2.333,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=mcclan000sha&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Casey Mize,R,3,3,2,1,0,0,0,0,0,0.667,0.667,1,1.667,0,0,0,0,0,DET,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=mize--000cas&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Héctor Neris,R,3,3,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,0,0,CHC,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=neris-001hec&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Shohei Ohtani,R,3,3,3,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,LAD,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=otani-000sho&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Adam Oller,R,3,3,2,0,0,1,1,0,0,0.667,0.667,1.667,2.333,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=oller-000ada&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Glenn Otto,R,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=otto--000gle&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Joel Payamps,R,3,2,0,0,0,0,0,1,2,0,0.333,0,0.333,0,0,0,0,0,MIL,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=payamp000joe&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Martín Pérez,L,3,2,1,1,0,0,1,1,0,0.5,0.667,1,1.667,0,0,0,0,0,PIT,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=perez-011mar&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Cole Ragans,L,3,3,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,0,1,KCR,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=ragans000col&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Robbie Ray,L,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=ray---001rob&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Patrick Sandoval,L,3,2,1,0,0,0,0,1,0,0.5,0.667,0.5,1.167,0,0,0,0,1,ANA,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=sandov000pat&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,John Schreiber,R,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,KCR,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=schrei002joh&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Antonio Senzatela,R,3,3,1,1,0,0,0,0,1,0.333,0.333,0.667,1,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=senzat000ant&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Luis Severino,R,3,2,1,1,0,0,0,0,0,0.5,0.667,1,1.667,0,0,0,1,0,NYM,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=severi000lui&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Joe Smith,R,3,2,1,0,0,0,1,0,0,0.5,0.333,0.5,0.833,0,1,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=smith-001jos&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Blake Snell,L,3,2,1,0,0,0,0,1,1,0.5,0.667,0.5,1.167,0,0,0,0,0,SFG,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=snell-000bla&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Marcus Stroman,R,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYY,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=stroma001mar&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,José Suarez,L,3,2,1,0,0,0,0,1,1,0.5,0.667,0.5,1.167,0,0,0,0,0,ANA,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=suarez007jos&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Noah Syndergaard,R,3,3,1,1,0,0,1,0,0,0.333,0.333,0.667,1,0,0,0,0,0,,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=synder001noa&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Jameson Taillon,R,3,3,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,0,0,CHC,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=taillo001jam&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,José Urquidy,R,3,3,2,0,0,0,0,0,0,0.667,0.667,0.667,1.333,0,0,0,0,0,HOU,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=hernan041jos&year_min=2022&year_max=2022&seasons_type=forall
Jose Abreu,Logan Webb,R,3,2,1,0,0,0,0,1,1,0.5,0.667,0.5,1.167,0,0,0,0,0,SFG,versus-finder.cgi?request=1&player_id1=abreu-009jos&player_id2=webb--000log&year_min=2022&year_max=2022&seasons_type=forall
